well,od_600nm,strain,water_source,micronutrients,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value
F7,0.089,WT,Carboy,False,1,acetate,2021-08-06,1,1.0044444444444445,0.07885714285714286
F8,0.086,WT,Carboy,False,2,acetate,2021-08-06,1,1.0044444444444445,0.07885714285714286
F9,0.088,WT,Carboy,False,3,acetate,2021-08-06,1,1.0044444444444445,0.07885714285714286
F10,0.089,WT,Carboy,False,4,acetate,2021-08-06,1,1.0044444444444445,0.07885714285714286
C3,0.085,WT,CCSR,True,1,acetate,2021-08-06,1,1.13,0.07896428571428572
C4,0.086,WT,CCSR,True,2,acetate,2021-08-06,1,1.13,0.07896428571428572
C5,0.085,WT,CCSR,True,3,acetate,2021-08-06,1,1.13,0.07896428571428572
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.13,0.07896428571428572
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.13,0.07896428571428572
C8,0.083,WT,MQ-,True,2,acetate,2021-08-06,1,1.13,0.07896428571428572
C9,0.085,WT,MQ-,True,3,acetate,2021-08-06,1,1.13,0.07896428571428572
C10,0.084,WT,MQ-,True,4,acetate,2021-08-06,1,1.13,0.07896428571428572
D3,0.085,WT,CCSR,False,1,acetate,2021-08-06,1,1.13,0.07896428571428572
D4,0.084,WT,CCSR,False,2,acetate,2021-08-06,1,1.13,0.07896428571428572
D5,0.084,WT,CCSR,False,3,acetate,2021-08-06,1,1.13,0.07896428571428572
D6,0.086,WT,CCSR,False,4,acetate,2021-08-06,1,1.13,0.07896428571428572
D7,0.089,WT,MQ-,False,1,acetate,2021-08-06,1,1.13,0.07896428571428572
D8,0.087,WT,MQ-,False,2,acetate,2021-08-06,1,1.13,0.07896428571428572
D9,0.087,WT,MQ-,False,3,acetate,2021-08-06,1,1.13,0.07896428571428572
D10,0.088,WT,MQ-,False,4,acetate,2021-08-06,1,1.13,0.07896428571428572
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.13,0.07896428571428572
E4,0.083,WT,MQ+,True,2,acetate,2021-08-06,1,1.13,0.07896428571428572
E5,0.084,WT,MQ+,True,3,acetate,2021-08-06,1,1.13,0.07896428571428572
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.13,0.07896428571428572
E7,0.083,WT,Carboy,True,1,acetate,2021-08-06,1,1.13,0.07896428571428572
E8,0.084,WT,Carboy,True,2,acetate,2021-08-06,1,1.13,0.07896428571428572
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.13,0.07896428571428572
E10,0.084,WT,Carboy,True,4,acetate,2021-08-06,1,1.13,0.07896428571428572
F3,0.089,WT,MQ+,False,1,acetate,2021-08-06,1,1.13,0.07896428571428572
F4,0.089,WT,MQ+,False,2,acetate,2021-08-06,1,1.13,0.07896428571428572
F5,0.089,WT,MQ+,False,3,acetate,2021-08-06,1,1.13,0.07896428571428572
F6,0.089,WT,MQ+,False,4,acetate,2021-08-06,1,1.13,0.07896428571428572
F7,0.089,WT,Carboy,False,1,acetate,2021-08-06,1,1.13,0.07896428571428572
F8,0.087,WT,Carboy,False,2,acetate,2021-08-06,1,1.13,0.07896428571428572
F9,0.089,WT,Carboy,False,3,acetate,2021-08-06,1,1.13,0.07896428571428572
F10,0.089,WT,Carboy,False,4,acetate,2021-08-06,1,1.13,0.07896428571428572
C3,0.085,WT,CCSR,True,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C4,0.086,WT,CCSR,True,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C5,0.085,WT,CCSR,True,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C9,0.085,WT,MQ-,True,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C10,0.084,WT,MQ-,True,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D3,0.085,WT,CCSR,False,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D4,0.084,WT,CCSR,False,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D6,0.086,WT,CCSR,False,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D7,0.089,WT,MQ-,False,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D8,0.088,WT,MQ-,False,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D9,0.087,WT,MQ-,False,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
D10,0.088,WT,MQ-,False,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E7,0.083,WT,Carboy,True,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E8,0.084,WT,Carboy,True,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
E10,0.084,WT,Carboy,True,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F3,0.089,WT,MQ+,False,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F4,0.09,WT,MQ+,False,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F5,0.089,WT,MQ+,False,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F6,0.089,WT,MQ+,False,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F7,0.09,WT,Carboy,False,1,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F8,0.087,WT,Carboy,False,2,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F9,0.089,WT,Carboy,False,3,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
F10,0.089,WT,Carboy,False,4,acetate,2021-08-06,1,1.2555555555555555,0.07889285714285717
C3,0.085,WT,CCSR,True,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C4,0.086,WT,CCSR,True,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C9,0.085,WT,MQ-,True,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C10,0.084,WT,MQ-,True,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D3,0.085,WT,CCSR,False,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D4,0.084,WT,CCSR,False,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D6,0.086,WT,CCSR,False,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D7,0.09,WT,MQ-,False,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D8,0.088,WT,MQ-,False,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D9,0.087,WT,MQ-,False,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
D10,0.088,WT,MQ-,False,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E7,0.083,WT,Carboy,True,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E8,0.084,WT,Carboy,True,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
E10,0.084,WT,Carboy,True,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F3,0.089,WT,MQ+,False,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F4,0.09,WT,MQ+,False,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F5,0.089,WT,MQ+,False,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F6,0.09,WT,MQ+,False,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F7,0.09,WT,Carboy,False,1,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F8,0.087,WT,Carboy,False,2,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F9,0.089,WT,Carboy,False,3,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
F10,0.09,WT,Carboy,False,4,acetate,2021-08-06,1,1.3811111111111112,0.0787857142857143
C3,0.085,WT,CCSR,True,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C4,0.086,WT,CCSR,True,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C9,0.086,WT,MQ-,True,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C10,0.085,WT,MQ-,True,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D3,0.085,WT,CCSR,False,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D4,0.085,WT,CCSR,False,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D6,0.086,WT,CCSR,False,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D7,0.09,WT,MQ-,False,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D8,0.088,WT,MQ-,False,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D9,0.087,WT,MQ-,False,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
D10,0.089,WT,MQ-,False,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E7,0.084,WT,Carboy,True,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E8,0.084,WT,Carboy,True,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
E10,0.084,WT,Carboy,True,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F3,0.089,WT,MQ+,False,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F4,0.09,WT,MQ+,False,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F5,0.089,WT,MQ+,False,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F6,0.09,WT,MQ+,False,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F7,0.09,WT,Carboy,False,1,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F8,0.087,WT,Carboy,False,2,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F9,0.09,WT,Carboy,False,3,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
F10,0.09,WT,Carboy,False,4,acetate,2021-08-06,1,1.5066666666666666,0.07882142857142858
C3,0.086,WT,CCSR,True,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C4,0.087,WT,CCSR,True,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C9,0.086,WT,MQ-,True,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C10,0.085,WT,MQ-,True,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D3,0.086,WT,CCSR,False,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D4,0.085,WT,CCSR,False,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D6,0.087,WT,CCSR,False,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D7,0.09,WT,MQ-,False,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D8,0.088,WT,MQ-,False,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D9,0.088,WT,MQ-,False,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
D10,0.089,WT,MQ-,False,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E7,0.084,WT,Carboy,True,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E8,0.084,WT,Carboy,True,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
E10,0.085,WT,Carboy,True,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F3,0.09,WT,MQ+,False,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F4,0.091,WT,MQ+,False,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F5,0.09,WT,MQ+,False,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F6,0.09,WT,MQ+,False,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F7,0.09,WT,Carboy,False,1,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F8,0.088,WT,Carboy,False,2,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F9,0.09,WT,Carboy,False,3,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
F10,0.09,WT,Carboy,False,4,acetate,2021-08-06,1,1.6322222222222222,0.0787857142857143
C3,0.086,WT,CCSR,True,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C4,0.087,WT,CCSR,True,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C6,0.084,WT,CCSR,True,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C7,0.084,WT,MQ-,True,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C9,0.086,WT,MQ-,True,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C10,0.085,WT,MQ-,True,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D3,0.086,WT,CCSR,False,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D4,0.085,WT,CCSR,False,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D6,0.087,WT,CCSR,False,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D7,0.09,WT,MQ-,False,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D8,0.089,WT,MQ-,False,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D9,0.088,WT,MQ-,False,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
D10,0.089,WT,MQ-,False,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E3,0.084,WT,MQ+,True,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E7,0.084,WT,Carboy,True,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E8,0.085,WT,Carboy,True,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
E10,0.085,WT,Carboy,True,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F3,0.09,WT,MQ+,False,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F4,0.091,WT,MQ+,False,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F5,0.09,WT,MQ+,False,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F6,0.091,WT,MQ+,False,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F7,0.091,WT,Carboy,False,1,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F8,0.088,WT,Carboy,False,2,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F9,0.09,WT,Carboy,False,3,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
F10,0.091,WT,Carboy,False,4,acetate,2021-08-06,1,1.7577777777777779,0.07889285714285717
C3,0.086,WT,CCSR,True,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C4,0.087,WT,CCSR,True,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C6,0.085,WT,CCSR,True,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C7,0.085,WT,MQ-,True,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C9,0.086,WT,MQ-,True,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C10,0.085,WT,MQ-,True,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D3,0.086,WT,CCSR,False,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D4,0.085,WT,CCSR,False,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D6,0.087,WT,CCSR,False,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D7,0.091,WT,MQ-,False,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D8,0.089,WT,MQ-,False,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D9,0.088,WT,MQ-,False,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
D10,0.089,WT,MQ-,False,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E3,0.085,WT,MQ+,True,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E5,0.085,WT,MQ+,True,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E6,0.084,WT,MQ+,True,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E7,0.084,WT,Carboy,True,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E8,0.085,WT,Carboy,True,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E9,0.086,WT,Carboy,True,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
E10,0.085,WT,Carboy,True,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F3,0.09,WT,MQ+,False,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F4,0.091,WT,MQ+,False,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F5,0.09,WT,MQ+,False,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F6,0.091,WT,MQ+,False,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F7,0.091,WT,Carboy,False,1,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F8,0.088,WT,Carboy,False,2,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F9,0.091,WT,Carboy,False,3,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
F10,0.091,WT,Carboy,False,4,acetate,2021-08-06,1,1.8833333333333333,0.07889285714285717
C3,0.086,WT,CCSR,True,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C4,0.087,WT,CCSR,True,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C6,0.085,WT,CCSR,True,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C7,0.085,WT,MQ-,True,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C8,0.084,WT,MQ-,True,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C9,0.086,WT,MQ-,True,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C10,0.085,WT,MQ-,True,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D3,0.086,WT,CCSR,False,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D4,0.085,WT,CCSR,False,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D5,0.085,WT,CCSR,False,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D6,0.087,WT,CCSR,False,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D7,0.091,WT,MQ-,False,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D8,0.089,WT,MQ-,False,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D9,0.088,WT,MQ-,False,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
D10,0.09,WT,MQ-,False,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E3,0.085,WT,MQ+,True,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E4,0.084,WT,MQ+,True,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E5,0.086,WT,MQ+,True,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E6,0.085,WT,MQ+,True,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E7,0.084,WT,Carboy,True,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E8,0.085,WT,Carboy,True,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E9,0.087,WT,Carboy,True,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
E10,0.085,WT,Carboy,True,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F3,0.091,WT,MQ+,False,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F4,0.092,WT,MQ+,False,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F5,0.091,WT,MQ+,False,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F6,0.091,WT,MQ+,False,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F7,0.091,WT,Carboy,False,1,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F8,0.089,WT,Carboy,False,2,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F9,0.091,WT,Carboy,False,3,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
F10,0.091,WT,Carboy,False,4,acetate,2021-08-06,1,2.008888888888889,0.07889285714285717
C3,0.086,WT,CCSR,True,1,acetate,2021-08-06,1,2.1344444444444446,0.07885714285714286
C4,0.087,WT,CCSR,True,2,acetate,2021-08-06,1,2.1344444444444446,0.07885714285714286
C5,0.086,WT,CCSR,True,3,acetate,2021-08-06,1,2.1344444444444446,0.07885714285714286
C6,0.085,WT,CCSR,True,4,acetate,2021-08-06,1,2.1344444444444446,0.07885714285714286
C7,0.085,WT,MQ-,True,1,acetate,2021-08-06,1,2.1344444444444446,0.07885714285714286
